Machine_ID,Machine_Type,Processing_Time_Min,Waiting_Time_Min,Downtime_Min,Throughput_Units,Worker_Count,Machine_Utilization_Percent,Defect_Rate_Percent,Energy_Consumption_kWh,Bottleneck_Score,Factory_Health_Score
L49855,L,54.27,9.43,8.3,73.98,6,96.68,0.16,103.08,17.11,90.3
L49856,L,54.07,9.19,5.4,75.0,2,97.84,0.21,100.24,16.74,90.66
L49857,L,55.54,10.7,9.5,69.4,7,96.2,0.27,109.1,19.52,88.76
L49858,L,56.3,11.74,5.6,66.48,4,97.76,0.32,115.14,21.44,88.08
L49859,L,55.94,12.22,4.7,67.69,3,98.12,0.37,118.32,22.38,87.59
L49860,L,53.6,8.06,8.8,78.02,4,96.48,0.43,87.02,14.98,90.78
L49861,L,55.05,9.49,2.9,72.5,6,98.84,0.48,95.3,17.62,89.94
M17542,M,57.75,12.7,9.0,61.85,6,96.4,0.53,116.08,23.44,86.31
L49863,L,54.55,8.96,6.15,75.02,5,97.54,0.61,88.8,16.85,89.73
L49864,L,56.5,11.35,7.25,67.32,2,97.1,0.67,104.0,21.19,87.35
L49865,L,54.39,10.28,2.35,75.31,7,99.06,0.72,97.18,19.35,88.65
L49866,L,54.1,9.2,8.45,77.05,4,96.62,0.77,87.66,17.46,88.88
L49867,L,58.31,15.68,10.55,59.56,7,95.78,0.83,132.56,29.16,82.71
L49868,L,58.75,16.11,8.65,58.04,7,96.54,0.88,134.24,30.0,82.37
L49869,L,54.17,10.32,7.75,76.89,3,96.9,0.93,93.02,19.69,87.51
L49870,L,52.96,9.46,9.85,81.67,4,96.06,0.99,86.56,18.21,87.94
L49871,L,57.34,15.05,5.95,64.03,6,97.62,1.04,124.02,28.29,83.18
L49872,L,54.35,10.88,2.05,76.61,4,99.18,1.09,93.62,20.89,87.16
M17553,M,54.68,12.46,7.15,74.87,5,97.14,1.15,104.64,23.8,85.09
M17554,M,54.73,13.18,5.3,74.66,4,97.88,1.23,108.5,25.18,84.43
L49875,L,51.27,9.59,6.45,88.65,6,97.42,1.31,82.78,18.86,87.31
L49876,L,57.4,15.58,2.55,64.81,6,98.98,1.36,121.04,29.65,82.2
L49877,L,55.04,11.42,9.65,75.19,6,96.14,1.41,89.76,22.26,85.08
L49878,L,49.4,9.4,10.75,95.8,3,95.7,1.47,80.2,18.71,86.64
L49879,L,58.87,19.78,2.85,58.26,5,98.86,1.52,149.06,37.39,77.98
L49880,L,57.33,14.82,3.95,66.24,5,98.42,1.57,110.26,28.56,82.18
L49881,L,59.43,17.58,12.05,57.86,2,95.18,1.63,128.26,33.58,78.75
L49882,L,53.28,11.52,7.15,82.24,7,97.14,1.68,87.0,22.78,84.54
M17563,M,58.98,19.75,8.25,58.72,6,96.7,1.73,143.84,37.6,76.91
M17564,M,55.64,14.04,6.4,73.38,4,97.44,1.81,100.96,27.47,82.0
L49885,L,59.83,21.88,4.55,55.36,4,98.18,1.89,156.12,41.62,74.95
M17566,M,56.49,15.12,5.65,70.44,3,97.74,1.95,105.4,29.57,80.76
M17567,M,56.88,15.1,9.8,69.4,4,96.08,2.03,102.98,29.65,80.14
L49888,L,46.39,10.14,8.95,108.23,2,96.42,2.11,75.92,20.86,84.46
L49889,L,55.55,15.43,8.05,74.33,4,96.78,2.16,104.42,30.4,79.67
L49890,L,56.58,16.44,4.15,70.48,4,98.34,2.21,109.88,32.28,79.02
L49891,L,59.07,19.45,11.25,60.62,6,95.5,2.27,129.34,37.74,75.47
H32126,H,60.66,20.84,8.35,54.68,4,96.66,2.32,137.04,40.29,74.38
M17573,M,55.73,15.06,10.6,75.02,5,95.76,2.45,94.62,30.11,78.98
M17574,M,59.97,21.4,7.75,57.6,4,96.9,2.53,137.72,41.58,73.37
M17575,M,55.18,14.99,11.9,77.55,5,95.24,2.61,91.22,30.19,78.49
L49896,L,58.23,19.23,7.05,65.29,6,97.18,2.69,119.16,37.89,74.96
M17577,M,59.39,19.56,6.15,61.32,5,97.54,2.75,119.04,38.56,74.61
L49898,L,60.43,20.3,6.3,57.7,5,97.48,2.83,121.74,39.99,73.72
L49899,L,55.64,15.94,10.4,76.53,2,95.84,2.88,92.2,32.23,77.08
L49900,L,57.61,18.58,14.5,68.66,3,94.2,2.93,109.38,37.02,74.17
M17581,M,57.76,17.06,12.6,69.12,6,94.96,2.99,95.86,34.38,75.58
L49902,L,57.77,17.9,12.75,68.95,7,94.9,3.07,100.76,35.98,74.6
L49903,L,60.69,22.34,13.85,56.93,2,94.46,3.12,131.04,44.0,70.38
M17584,M,59.18,20.2,13.95,63.4,6,94.42,3.17,114.8,40.23,72.14
L49905,L,58.03,18.46,9.1,68.52,3,96.36,3.25,100.7,37.22,73.97
M17586,M,60.01,20.64,10.2,60.83,3,95.92,3.31,114.26,41.21,71.76
L49907,L,59.94,19.78,9.35,61.81,4,96.26,3.39,105.68,39.77,72.41
L49908,L,54.98,16.7,12.45,80.6,3,95.02,3.44,86.58,34.3,74.73
L49909,L,60.31,24.13,7.55,58.78,2,96.98,3.49,137.54,47.69,68.41
L49910,L,60.25,22.12,14.65,60.19,5,94.14,3.55,120.3,44.15,69.37
M17591,M,57.81,19.02,10.75,70.34,3,95.7,3.6,97.74,38.68,72.39
L49912,L,61.55,25.39,10.9,54.6,2,95.64,3.68,141.72,50.19,66.46
L49913,L,60.5,21.3,12.0,60.45,6,95.2,3.73,109.24,42.92,69.87
H32148,H,58.38,19.56,16.1,68.82,6,93.56,3.79,97.04,39.87,70.88
L49915,L,60.86,23.11,16.35,59.04,3,93.46,3.92,119.04,46.41,67.32
M17596,M,58.53,21.02,16.45,68.29,2,93.42,3.97,104.32,42.73,69.04
M17597,M,59.61,22.46,16.6,64.17,5,93.36,4.05,112.56,45.41,67.53
M17598,M,59.88,23.5,15.75,63.05,5,93.7,4.13,118.72,47.38,66.47
L49919,L,58.86,21.49,16.9,67.85,4,93.24,4.21,102.24,43.87,67.95
L49920,L,59.61,23.5,14.0,64.5,7,94.4,4.27,116.1,47.55,66.29
L49921,L,61.8,25.94,12.1,55.93,3,95.16,4.32,131.36,51.98,64.16
L49922,L,62.0,25.97,13.2,55.46,5,94.72,4.37,130.18,52.11,63.88
L49923,L,60.5,24.6,13.3,61.5,2,94.68,4.43,120.12,49.73,64.95
L49924,L,58.46,20.94,11.4,70.53,4,95.44,4.48,92.4,43.23,68.29
M17605,M,58.77,23.22,16.5,68.54,4,93.4,4.53,109.06,47.39,65.59
L49926,L,61.65,25.36,8.65,57.87,5,96.54,4.61,120.42,51.33,64.24
L49927,L,58.73,21.9,9.75,69.85,2,96.1,4.67,95.52,45.19,67.1
L49928,L,58.57,22.94,15.85,70.08,6,93.66,4.72,102.82,47.11,65.42
M17609,M,57.85,36.54,46.95,65.98,5,81.22,7.77,91.5,66.99,46.26
H32164,H,61.27,24.71,12.1,60.44,2,95.16,4.85,110.32,50.46,63.85
L49931,L,61.99,27.48,11.35,57.11,2,95.46,4.99,128.54,55.6,61.09
M17612,M,55.73,21.3,10.45,81.9,2,95.82,5.04,86.42,44.58,66.59
L49933,L,57.8,22.31,15.6,74.6,5,93.76,5.12,89.9,46.5,64.95
H32168,H,59.1,23.6,11.7,69.7,7,95.32,5.17,97.2,48.87,64.05
L49935,L,61.46,25.62,16.95,61.09,5,93.22,5.31,107.16,52.67,61.36
L49936,L,57.11,23.48,18.05,77.31,6,92.78,5.36,94.82,48.9,63.03
L49937,L,62.15,25.26,17.15,59.32,3,93.14,5.41,100.98,52.17,61.38
M17618,M,62.6,27.72,18.25,56.74,6,92.7,5.47,118.84,56.64,58.92
L49939,L,61.66,26.92,16.4,60.69,3,93.44,5.55,111.86,55.29,59.62
L49940,L,62.92,27.45,13.5,56.28,6,94.6,5.6,113.2,56.32,59.29
L49941,L,64.45,48.24,42.6,40.83,6,82.96,8.65,156.18,89.06,33.9
L49942,L,61.89,28.22,16.7,59.84,5,93.32,5.71,118.38,57.84,58.0
L49943,L,61.78,29.16,14.8,59.97,4,94.08,5.76,124.82,59.58,57.21
M17624,M,56.78,13.2,6.0,62.85,4,97.6,0.0,133.38,23.66,87.57
M17625,M,56.73,13.94,4.15,62.98,4,98.34,0.08,137.58,25.09,86.88
M17626,M,49.69,6.98,5.3,90.96,2,97.88,0.16,89.78,12.71,92.79
L49947,L,49.25,6.19,0.45,93.15,3,99.82,0.24,82.3,11.41,93.77
L49948,L,52.95,8.43,1.55,79.54,4,99.38,0.29,93.9,15.48,91.52
M17629,M,55.89,10.57,2.65,68.57,3,98.94,0.35,105.74,19.38,89.35
L49950,L,57.63,12.76,8.8,61.82,3,96.48,0.43,119.08,23.4,86.56
L49951,L,56.42,11.29,9.9,66.9,4,96.04,0.48,107.82,20.85,87.63
L49952,L,56.25,11.9,1.0,67.4,2,99.6,0.53,111.74,22.01,87.83
L49953,L,50.62,7.38,10.1,89.21,4,95.96,0.59,82.16,13.98,90.83
L49954,L,55.03,11.84,9.2,72.03,6,96.32,0.64,110.58,22.04,86.78
L49955,L,55.08,14.0,1.3,71.0,7,99.48,0.69,126.6,25.98,85.49
L49956,L,56.69,14.14,9.4,65.58,4,96.24,0.75,124.26,26.29,84.42
L49957,L,56.59,12.82,1.5,66.79,4,99.4,0.8,112.68,24.0,86.25
L49958,L,58.92,15.11,10.6,57.85,3,95.76,0.85,126.56,28.17,83.15
L49959,L,58.33,15.44,8.7,59.93,3,96.52,0.91,128.86,28.84,82.9
M17640,M,55.43,11.83,8.8,71.88,6,96.48,0.96,102.72,22.42,85.99
L49961,L,46.4,7.57,2.95,105.36,7,98.82,1.04,79.26,14.89,90.18
M17642,M,56.53,13.73,8.05,67.68,5,96.78,1.09,113.42,26.0,84.01
M17643,M,56.08,12.3,6.2,70.25,4,97.52,1.17,100.76,23.53,85.27
L49964,L,57.6,16.94,9.35,63.03,4,96.26,1.25,134.0,31.95,80.58
L49965,L,56.71,12.07,10.45,68.72,2,95.82,1.31,95.1,23.3,84.69
M17646,M,54.81,11.16,11.55,75.92,4,95.38,1.36,89.2,21.72,85.26
M17647,M,56.44,13.92,11.7,69.24,2,95.32,1.44,107.28,26.78,82.56
L49968,L,59.41,17.66,7.85,57.47,4,96.86,1.52,131.32,33.59,79.38
H32203,H,57.84,15.72,9.95,64.04,3,96.02,1.57,116.76,30.18,80.77
L49970,L,59.18,16.6,10.2,59.5,2,95.92,1.71,118.92,31.91,79.61
H32205,H,58.37,16.1,5.3,62.75,7,97.88,1.76,114.92,31.1,80.4
L49972,L,56.08,13.83,11.55,72.28,3,95.38,1.89,96.88,27.2,81.46
L49973,L,55.95,13.79,12.65,72.96,6,94.94,1.95,95.54,27.19,81.25
L49974,L,56.65,16.98,3.75,69.16,3,98.5,2.0,118.86,32.97,79.14
M17655,M,58.86,18.51,4.85,61.0,4,98.06,2.05,126.9,35.79,77.51
L49976,L,57.0,15.22,8.0,69.34,6,96.8,2.13,101.38,30.0,79.93
M17657,M,59.11,19.98,4.1,59.91,3,98.36,2.19,135.36,38.6,75.92
L49978,L,56.73,16.7,6.25,70.05,4,97.5,2.27,110.56,32.81,78.43
L49979,L,59.18,18.11,12.35,61.14,6,95.06,2.32,117.28,35.41,76.42
M17660,M,57.84,18.55,4.45,65.73,5,98.22,2.37,121.4,36.26,76.68
M17661,M,55.86,14.56,5.6,74.82,6,97.76,2.45,90.44,29.22,79.93
M17662,M,57.89,19.25,5.75,65.82,3,97.7,2.53,123.38,37.72,75.5
L49983,L,60.39,20.39,12.9,56.96,6,94.84,2.61,127.26,39.87,73.55
L49984,L,58.9,18.02,14.0,63.49,6,94.4,2.67,109.2,35.7,75.42
L49985,L,58.81,19.04,11.1,63.48,4,95.56,2.72,116.2,37.58,74.66
L49986,L,60.27,18.62,6.2,58.89,6,97.52,2.77,109.68,36.9,75.38
M17667,M,59.05,18.95,11.3,63.12,7,95.48,2.83,112.84,37.57,74.43
L49988,L,58.86,19.17,5.45,63.96,6,97.82,2.91,113.02,38.06,74.61
L49989,L,57.07,17.53,8.55,71.14,4,96.58,2.96,101.16,35.18,75.63
L49990,L,54.6,15.24,10.65,80.98,7,95.74,3.01,85.04,31.15,77.33
L49991,L,54.82,15.6,14.75,80.25,4,94.1,3.07,86.42,31.86,76.46
M17672,M,59.94,19.54,5.85,60.88,2,97.66,3.12,109.66,38.98,73.68
L49993,L,53.14,15.25,11.0,86.72,7,95.6,3.2,82.94,31.4,76.8
L49994,L,60.36,23.88,7.1,57.81,6,97.16,3.25,140.9,46.95,69.31
M17675,M,57.88,17.82,7.2,69.54,7,97.12,3.31,94.58,36.14,74.59
L49996,L,59.94,21.98,9.35,60.71,4,96.26,3.39,123.28,43.71,70.44
L49997,L,60.25,20.6,14.45,60.55,2,94.22,3.44,110.54,41.29,71.03
L49998,L,55.77,17.58,9.55,77.66,4,96.18,3.49,91.38,35.95,74.08
L49999,L,61.25,23.42,11.65,56.09,5,95.34,3.55,129.32,46.48,68.5
L50000,L,60.15,23.0,13.75,60.3,7,94.5,3.6,126.32,45.8,68.52
M17681,M,60.46,21.58,10.85,60.16,5,95.66,3.65,113.38,43.33,69.94
L50002,L,58.02,20.72,11.0,69.29,2,95.6,3.73,108.06,41.89,70.49
M17683,M,62.05,26.91,15.1,52.54,6,93.96,3.79,150.8,53.05,64.39
M17684,M,60.28,22.2,12.25,61.3,4,95.1,3.87,113.76,44.71,68.69
L50005,L,60.05,20.22,12.4,63.39,7,95.04,3.95,96.4,41.25,70.24
M17686,M,58.04,20.27,12.5,70.46,4,95.0,4.0,98.44,41.43,70.04
L50007,L,61.04,25.14,9.65,58.03,4,96.14,4.08,131.44,50.25,65.75
M17688,M,54.36,18.38,11.75,84.56,4,95.3,4.13,85.3,38.19,71.46
L50009,L,58.28,21.64,12.9,69.78,6,94.84,4.21,104.24,44.14,68.21
M17690,M,61.26,23.2,8.0,58.95,2,96.8,4.27,111.42,47.01,67.16
M17691,M,60.2,25.02,14.15,61.99,3,94.34,4.35,125.6,50.36,64.71
M17692,M,60.63,23.36,8.3,61.67,7,96.68,4.43,109.94,47.49,66.57
L50013,L,55.77,20.12,10.45,80.29,6,95.82,4.51,88.94,41.79,69.05
L50014,L,62.22,25.18,12.55,55.81,3,94.98,4.56,119.36,50.93,64.16
L50015,L,59.31,21.84,8.65,67.68,2,96.54,4.61,95.44,45.01,67.4
M17696,M,61.03,25.08,14.75,60.36,2,94.1,4.67,117.76,50.88,63.75
L50017,L,57.61,21.82,16.9,74.04,4,93.24,4.75,94.58,45.14,66.25
L50018,L,60.89,24.28,11.0,61.76,7,95.6,4.8,108.56,49.61,64.49
M17699,M,62.64,25.08,10.1,55.56,3,95.96,4.85,111.44,51.13,63.72
H32254,H,60.91,24.52,14.25,62.09,7,94.3,4.93,107.54,50.23,63.59
L50021,L,57.89,22.55,14.5,73.97,3,94.2,5.07,92.9,46.86,64.99
L50022,L,63.18,28.74,11.6,52.88,7,95.36,5.12,133.9,58.01,59.59
L50023,L,60.52,25.57,13.7,63.82,5,94.52,5.17,111.04,52.41,62.08
L50024,L,58.87,24.48,10.8,70.26,7,95.68,5.23,103.4,50.52,63.21
L50025,L,62.59,29.44,12.9,55.18,5,94.84,5.28,136.76,59.48,58.41
L50026,L,62.45,27.2,16.0,57.0,2,93.6,5.33,117.84,55.53,59.97
L50027,L,60.87,26.06,12.1,63.22,6,95.16,5.39,109.7,53.56,61.24
M17708,M,62.87,30.8,14.2,54.15,7,94.32,5.44,143.62,62.11,56.64
L50029,L,57.51,23.61,16.35,76.5,7,93.46,5.52,91.72,49.34,62.66
L50030,L,58.95,25.47,15.45,70.82,7,93.82,5.57,103.42,52.74,60.94
L50031,L,63.35,29.08,14.55,54.11,7,94.18,5.63,125.06,59.28,57.65
M17712,M,63.79,29.56,14.65,52.57,3,94.14,5.68,127.14,60.21,57.07
M17713,M,61.08,27.06,16.8,63.42,2,93.28,5.76,108.98,55.82,58.89
L50034,L,62.18,27.72,12.95,59.64,4,94.82,5.84,111.0,57.11,58.47
L50035,L,61.39,26.93,18.05,62.94,4,92.78,5.89,104.56,55.76,58.53
H32270,H,62.28,29.14,15.15,58.98,4,93.94,5.95,119.82,59.79,56.7
M17717,M,61.6,27.54,15.4,62.63,3,93.84,6.08,104.96,57.09,57.75
L50038,L,63.31,46.36,48.55,47.67,3,80.58,9.16,131.34,86.33,33.66
L50039,L,61.45,29.49,11.65,62.7,4,95.34,6.21,117.78,60.76,56.03
H32274,H,62.76,31.1,12.75,57.6,7,94.9,6.27,127.66,63.71,54.34
L50041,L,62.67,30.1,13.0,58.9,3,94.8,6.4,116.78,62.09,54.86
L50042,L,57.09,25.11,16.1,80.79,4,93.56,6.45,83.34,53.21,58.88
L50043,L,62.91,30.54,19.2,58.28,3,92.32,6.51,117.62,63.02,53.56
H32278,H,64.3,46.58,50.3,45.71,7,79.88,9.56,122.8,87.25,32.23
H32279,H,53.38,8.18,8.0,77.06,6,96.8,0.0,97.86,14.65,91.87
L50046,L,48.09,5.58,2.25,97.06,3,99.1,0.13,81.34,10.16,94.43
H32281,H,56.98,12.68,5.35,63.16,5,97.86,0.19,124.8,22.97,87.6
L50048,L,56.72,12.61,9.6,64.6,5,96.16,0.32,121.56,23.01,86.9
L50049,L,55.31,10.07,7.7,70.92,5,96.92,0.37,101.98,18.52,89.22
M17730,M,55.37,11.2,6.8,70.35,2,97.28,0.43,109.78,20.63,88.15
M17731,M,55.21,10.82,0.95,71.39,3,99.62,0.51,105.12,20.04,88.87
L50052,L,53.21,8.94,6.1,79.53,5,97.56,0.59,91.0,16.76,89.84
H32287,H,55.09,11.4,8.2,72.05,6,96.72,0.64,106.9,21.24,87.28
L50054,L,56.46,14.72,5.45,66.19,7,97.82,0.77,128.62,27.37,84.22
M17735,M,50.61,8.43,10.55,89.64,4,95.78,0.83,85.14,16.16,89.21
M17736,M,55.05,10.34,3.7,73.73,5,98.52,0.91,92.56,19.69,87.97
M17737,M,54.02,10.98,4.85,77.26,2,98.06,0.99,97.3,20.94,87.07
H32292,H,56.34,11.77,10.0,69.21,3,96.0,1.07,98.64,22.46,85.64
M17739,M,58.45,34.4,37.25,51.15,5,85.1,4.2,153.74,58.6,58.57
L50060,L,56.01,13.14,6.4,70.48,2,97.44,1.28,105.22,25.18,84.21
M17741,M,55.39,13.25,8.5,72.78,5,96.6,1.33,105.76,25.44,83.76
L50062,L,54.08,12.44,8.65,77.98,5,96.54,1.41,99.28,24.09,84.26
L50063,L,57.74,14.4,8.75,64.65,4,96.5,1.47,108.74,27.67,82.35
L50064,L,58.2,15.16,11.85,62.87,6,95.26,1.52,112.98,29.1,81.22
M17745,M,59.56,17.2,11.95,57.4,2,95.22,1.57,126.2,32.82,79.25
H32300,H,55.06,13.51,8.1,75.0,7,96.76,1.65,101.1,26.32,82.72
M17747,M,54.4,12.26,10.35,78.42,3,95.86,1.79,89.02,24.25,83.27
M17748,M,59.23,18.1,4.5,59.2,5,98.2,1.87,127.3,34.82,78.41
M17749,M,57.02,15.39,4.65,68.46,7,98.14,1.95,106.86,30.06,80.61
L50070,L,56.1,14.18,10.8,72.56,7,95.68,2.03,96.66,27.99,80.87
L50071,L,54.86,13.92,11.9,77.14,6,95.24,2.08,95.04,27.59,80.86
L50072,L,60.06,19.98,6.0,56.46,4,97.6,2.13,135.18,38.51,75.88
M17753,M,56.64,15.36,9.1,70.72,6,96.36,2.19,101.76,30.31,79.56
L50074,L,54.33,13.0,12.25,80.15,2,95.1,2.27,84.26,26.18,81.15
M17755,M,58.17,18.98,6.35,64.16,5,97.46,2.32,125.66,36.98,76.24
M17756,M,55.93,15.02,12.5,74.14,6,95.0,2.4,95.26,29.98,78.96
M17757,M,57.52,17.49,12.65,67.76,2,94.94,2.48,111.0,34.5,76.52
M17758,M,57.32,17.73,4.8,68.64,4,98.08,2.56,111.4,35.03,76.88
L50079,L,59.45,18.07,10.95,61.46,2,95.62,2.64,109.4,35.74,75.75
L50080,L,57.12,16.45,6.05,70.47,7,97.58,2.69,98.48,32.92,77.55
L50081,L,59.35,18.31,11.15,62.09,2,95.54,2.75,109.1,36.32,75.23
M17762,M,57.72,17.2,11.25,68.45,6,95.5,2.8,101.22,34.39,76.08
M17763,M,55.02,15.32,10.4,78.99,7,95.84,2.88,88.06,31.11,77.64
L50084,L,44.01,12.26,14.55,118.67,4,94.18,2.96,76.92,25.73,79.76
L50085,L,57.8,18.14,11.65,68.53,3,95.34,3.01,103.84,36.34,74.64
L50086,L,59.94,18.88,12.75,61.01,2,94.9,3.07,105.58,37.73,73.73
M17767,M,57.5,18.28,10.85,69.91,4,95.66,3.12,103.02,36.74,74.3
L50088,L,62.39,24.58,8.0,50.26,7,96.8,3.2,144.82,48.12,68.74
L50089,L,58.83,20.78,8.1,64.61,6,96.76,3.25,118.2,41.39,71.99
L50090,L,57.78,19.62,7.2,68.99,3,97.12,3.31,109.12,39.37,72.98
M17771,M,61.1,21.08,7.3,57.06,6,97.08,3.36,115.04,42.06,71.52
L50092,L,56.7,17.9,7.45,74.1,7,97.02,3.44,93.82,36.45,74.15
L50093,L,58.5,19.13,14.55,67.48,2,94.18,3.49,100.02,38.73,72.19
H32328,H,53.51,15.76,14.65,86.52,3,94.14,3.55,78.76,32.77,75.06
L50095,L,62.87,26.56,8.9,49.47,6,96.44,3.68,149.3,52.29,65.6
L50096,L,60.66,21.6,11.0,59.75,2,95.6,3.73,111.42,43.46,69.7
L50097,L,59.2,21.11,11.1,65.24,7,95.56,3.79,108.32,42.65,69.99
M17778,M,59.61,20.02,14.2,64.59,5,94.32,3.84,97.84,40.77,70.52
L50099,L,56.29,19.26,8.35,76.67,7,96.66,3.92,94.52,39.5,71.57
L50100,L,58.21,20.34,7.45,69.73,5,97.02,3.97,99.36,41.52,70.55
L50101,L,57.41,19.86,13.55,72.92,5,94.58,4.03,95.34,40.71,70.24
L50102,L,60.04,21.76,10.65,63.17,7,95.74,4.08,105.82,44.2,68.68
M17783,M,61.32,25.22,11.75,57.24,7,95.3,4.13,130.54,50.47,65.32
L50104,L,60.48,23.72,9.9,61.19,7,96.04,4.21,117.82,47.86,66.65
M17785,M,61.6,25.58,10.0,56.61,2,96.0,4.27,129.96,51.26,64.83
L50106,L,59.96,26.14,13.15,62.28,3,94.74,4.35,134.94,52.38,63.8
M17787,M,61.27,25.65,14.25,58.22,2,94.3,4.4,128.02,51.57,63.99
M17788,M,63.73,27.16,11.4,49.32,2,95.44,4.48,134.96,54.39,62.71
M17789,M,60.56,23.43,11.55,62.38,7,95.38,4.56,107.64,47.79,65.83
H32344,H,61.8,26.74,8.7,56.78,7,96.52,4.64,130.66,53.84,62.93
L50111,L,62.39,25.67,12.95,55.82,3,94.82,4.77,118.26,52.08,63.12
L50112,L,61.18,25.01,17.05,60.5,4,93.18,4.83,113.4,50.95,63.16
M17793,M,57.01,21.62,14.15,76.74,3,94.34,4.88,90.82,44.95,66.35
M17794,M,60.08,25.46,18.3,64.57,7,92.68,4.96,115.52,51.93,62.28
M17795,M,58.22,22.17,14.45,72.91,6,94.22,5.04,90.0,46.14,65.4
M17796,M,62.47,27.56,11.6,55.92,6,95.36,5.12,125.48,55.91,60.65
L50117,L,56.51,22.1,16.75,79.45,7,93.3,5.2,88.2,46.22,64.81
L50118,L,61.38,24.38,16.85,61.76,4,93.26,5.25,98.58,50.39,62.62
L50119,L,62.14,26.27,17.95,58.42,5,92.82,5.31,111.42,53.83,60.68
L50120,L,48.76,19.68,15.05,107.91,6,93.98,5.36,75.9,42.09,66.73
M17801,M,54.04,36.19,46.15,81.7,3,81.54,8.41,79.52,67.17,44.98
L50122,L,55.74,12.48,2.0,66.81,2,99.2,0.0,129.02,22.36,88.62
H32357,H,47.85,5.08,9.1,97.81,4,96.36,0.05,79.54,9.18,94.39
L50124,L,55.31,9.28,0.35,70.61,2,99.86,0.19,99.9,16.88,91.15
H32359,H,49.25,5.84,6.45,93.33,6,97.42,0.24,79.5,10.78,93.48
M17806,M,53.81,8.75,3.7,76.73,4,98.52,0.37,93.44,16.15,90.81
L50127,L,54.34,8.61,7.85,75.29,3,96.86,0.45,89.84,16.01,90.3
L50128,L,50.65,7.64,2.95,88.68,6,98.82,0.51,86.0,14.35,91.52
M17809,M,56.24,13.86,9.05,66.57,6,96.38,0.56,126.8,25.55,85.2
M17810,M,56.69,13.52,2.2,65.49,5,99.12,0.64,121.7,25.05,85.98
L50131,L,53.29,9.94,10.35,79.28,4,95.86,0.72,95.9,18.72,88.16
H32366,H,53.61,9.94,3.45,78.38,5,98.62,0.77,94.34,18.81,88.7
L50133,L,55.05,11.57,4.7,73.12,6,98.12,0.91,102.36,21.89,86.77
H32368,H,53.47,9.88,10.8,79.61,3,95.68,0.96,89.82,18.93,87.54
M17815,M,57.29,14.23,9.05,64.84,3,96.38,1.09,116.38,26.9,83.46
M17816,M,57.89,13.2,8.2,63.6,4,96.72,1.17,105.48,25.14,84.26
L50137,L,56.61,15.21,4.35,67.3,5,98.26,1.25,121.56,28.86,82.63
M17818,M,56.92,15.04,9.45,66.53,6,96.22,1.31,118.62,28.63,82.13
M17819,M,55.43,12.91,3.6,73.0,4,98.56,1.39,101.78,24.9,84.42
L50140,L,57.3,15.48,7.75,65.61,4,96.9,1.47,117.94,29.6,81.49
L50141,L,54.64,12.76,8.85,76.32,5,96.46,1.52,98.68,24.8,83.67
L50142,L,56.82,14.7,11.95,68.05,7,95.22,1.57,109.96,28.34,81.49
M17823,M,57.89,15.63,6.05,64.14,2,97.58,1.63,114.78,30.08,81.1
L50144,L,54.29,12.7,8.2,78.25,2,96.72,1.71,94.44,24.92,83.3
M17825,M,52.23,11.5,3.3,86.15,3,98.68,1.76,86.56,22.86,84.72
L50146,L,55.77,15.57,11.45,72.26,7,95.42,1.84,112.42,30.25,80.05
L50147,L,59.21,18.58,8.55,59.16,6,96.58,1.89,130.58,35.71,77.5
M17828,M,60.09,17.14,11.65,57.03,4,95.34,1.95,116.64,33.2,78.34
L50149,L,57.91,17.1,7.8,64.85,6,96.88,2.03,117.56,33.24,78.55
M17830,M,58.21,16.09,8.9,64.55,2,96.44,2.08,107.84,31.48,79.21
M17831,M,59.16,17.45,4.05,60.92,4,98.38,2.16,115.66,34.03,78.26
M17832,M,58.68,17.77,8.2,62.72,4,96.72,2.24,117.04,34.7,77.35
M17833,M,57.63,18.46,5.35,66.27,3,97.86,2.32,122.2,36.04,76.81
M17834,M,57.56,16.5,6.5,67.8,3,97.4,2.4,104.82,32.63,78.24
H32389,H,60.0,18.99,7.65,58.5,3,96.94,2.48,119.6,37.19,75.68
M17836,M,52.56,14.22,8.9,86.94,5,96.44,2.61,88.62,28.8,79.48
L50157,L,59.46,20.66,12.05,60.32,4,95.18,2.69,128.86,40.45,73.19
H32392,H,56.19,17.29,9.15,73.46,6,96.34,2.75,105.24,34.48,76.35
L50159,L,57.8,18.26,11.4,67.97,7,95.44,2.88,107.84,36.4,74.9
L50160,L,59.24,18.62,11.5,63.04,4,95.4,2.93,107.54,37.11,74.43
H32395,H,58.09,19.06,10.6,66.97,7,95.76,2.99,111.4,37.96,73.99
L50162,L,54.39,16.28,7.85,81.61,2,96.86,3.12,91.3,33.16,76.4
L50163,L,61.79,23.87,6.95,52.56,2,97.22,3.17,140.6,46.82,69.55
L50164,L,56.78,17.28,10.05,73.31,3,95.98,3.23,93.58,35.07,75.0
L50165,L,57.46,17.72,10.15,70.94,5,95.94,3.28,94.92,35.92,74.46
L50166,L,59.57,22.0,14.25,61.75,3,94.3,3.33,125.1,43.67,70.07
M17847,M,56.67,17.38,9.35,74.26,4,96.26,3.39,90.98,35.47,74.56
M17848,M,58.6,21.02,15.5,66.09,7,93.8,3.47,115.64,42.09,70.47
L50169,L,59.13,21.24,6.65,64.48,6,97.34,3.55,114.84,42.58,70.95
